age,job,marital,education,smoker,monthlyincome,houseowner,loan,contact,MOD,monthlyhouseholdincome,target_buy
41,blue-collar,married,secondary,no,5338,yes,no,unknown,87,6104,yes
43,blue-collar,married,primary,no,5757,yes,no,unknown,315,6636,yes
36,management,married,Graduate,no,14269,yes,yes,cellphone,107,14369,yes
40,blue-collar,married,primary,no,6206,no,yes,telephone,201,6345,yes
28,management,single,Graduate,no,5882,no,yes,cellphone,94,6221,yes
27,student,single,Graduate,no,10291,no,no,cellphone,192,10558,no
49,management,single,secondary,no,5061,yes,no,cellphone,185,5208,yes
37,technician,married,Graduate,no,5000,yes,no,cellphone,77,5113,yes
31,blue-collar,married,secondary,no,6407,yes,no,cellphone,142,6732,yes
31,technician,single,secondary,yes,5025,no,no,cellphone,381,5323,yes
31,blue-collar,married,secondary,no,6354,yes,yes,cellphone,222,6822,yes
35,blue-collar,married,primary,no,5793,yes,no,cellphone,106,6107,yes
51,blue-collar,divorced,unknown,no,15287,yes,no,unknown,117,16171,yes
33,technician,single,secondary,no,10235,no,no,cellphone,67,10984,yes
30,technician,single,Graduate,no,5003,yes,no,cellphone,45,5364,yes
58,technician,single,secondary,no,5409,no,yes,cellphone,643,5504,yes
34,admin.,married,Graduate,no,5035,yes,no,cellphone,76,5179,yes
45,management,married,Graduate,no,4541,no,no,cellphone,508,4905,yes
28,services,single,secondary,no,5198,no,no,cellphone,128,5811,no
31,blue-collar,married,primary,no,5099,yes,no,cellphone,193,5985,yes
40,management,married,Graduate,no,5060,no,no,unknown,172,5137,yes
30,services,single,secondary,no,8485,no,no,cellphone,142,9190,yes
34,entrepreneur,married,secondary,no,4861,yes,yes,unknown,492,5491,yes
40,blue-collar,married,secondary,no,5952,no,yes,unknown,140,6566,yes
59,retired,married,primary,no,6427,no,no,unknown,140,7076,yes
43,technician,single,Graduate,no,6017,yes,no,unknown,257,6609,yes
41,management,married,Graduate,no,4971,no,no,cellphone,41,5615,yes
33,technician,divorced,secondary,no,5009,no,no,cellphone,91,5435,yes
33,management,married,secondary,no,9040,yes,no,cellphone,132,9538,yes
36,blue-collar,married,secondary,no,5013,no,no,unknown,284,5208,yes
32,self-employed,single,secondary,no,6259,no,no,cellphone,184,6576,yes
25,admin.,married,secondary,no,5018,yes,no,cellphone,225,5616,yes
25,blue-collar,married,secondary,no,4924,yes,no,unknown,241,5622,yes
38,technician,single,Graduate,no,5221,no,no,cellphone,79,5265,yes
34,management,married,Graduate,no,5136,yes,no,cellphone,156,5614,yes
67,blue-collar,married,secondary,no,21353,no,no,cellphone,223,22199,yes
32,blue-collar,married,secondary,no,4937,yes,no,unknown,198,5070,yes
45,housemaid,married,primary,no,12353,no,no,cellphone,536,12534,yes
33,blue-collar,married,primary,no,5511,yes,no,unknown,304,6101,yes
38,admin.,married,primary,no,8913,yes,no,cellphone,196,9477,yes
32,technician,divorced,secondary,no,6097,yes,no,unknown,298,6548,yes
54,retired,divorced,Graduate,no,11102,yes,yes,unknown,86,11473,yes
51,admin.,divorced,secondary,no,5340,yes,no,unknown,186,6081,yes
42,blue-collar,married,primary,no,4881,yes,no,cellphone,167,5458,yes
41,admin.,married,secondary,no,7993,yes,no,cellphone,24,8865,yes
39,management,divorced,Graduate,no,8575,no,yes,cellphone,74,9530,yes
38,blue-collar,married,secondary,no,5361,yes,no,unknown,601,5932,yes
39,management,married,secondary,no,6072,yes,no,unknown,1168,6954,yes
46,blue-collar,married,primary,no,7904,no,no,cellphone,277,8569,yes
50,entrepreneur,divorced,Graduate,no,6790,no,yes,cellphone,748,7415,yes
33,blue-collar,married,secondary,no,5086,yes,no,unknown,364,5920,yes
37,technician,married,secondary,no,6633,yes,no,unknown,229,7328,yes
31,management,married,Graduate,no,13312,no,no,cellphone,43,13702,yes
34,blue-collar,divorced,unknown,no,5172,no,no,cellphone,177,5486,no
34,management,married,Graduate,no,5000,yes,no,cellphone,262,5012,no
36,management,married,Graduate,no,5222,yes,no,cellphone,317,5783,yes
40,technician,married,secondary,no,5109,no,no,unknown,402,5338,yes
40,blue-collar,married,secondary,no,6451,no,no,cellphone,314,6643,no
41,technician,married,secondary,no,6066,no,no,cellphone,109,6594,no
52,management,married,Graduate,no,8163,no,no,cellphone,56,8496,yes
40,services,single,secondary,no,5888,yes,no,unknown,169,6595,yes
48,blue-collar,single,unknown,no,5428,yes,no,cellphone,127,6313,yes
33,management,divorced,secondary,no,5106,no,no,cellphone,175,5669,yes
44,technician,divorced,secondary,no,5000,no,no,cellphone,56,5327,yes
55,management,married,Graduate,no,5979,no,yes,cellphone,123,6959,yes
51,admin.,married,secondary,no,7662,no,no,telephone,148,7829,yes
34,management,single,Graduate,no,5084,no,no,cellphone,231,5273,yes
58,retired,divorced,unknown,no,10920,yes,no,cellphone,255,11654,yes
39,management,single,Graduate,no,5816,yes,no,cellphone,37,6304,yes
27,unemployed,single,secondary,no,8276,no,no,cellphone,106,8447,yes
55,management,divorced,unknown,no,5002,yes,no,unknown,95,5508,yes
35,technician,single,secondary,no,4949,no,no,unknown,134,5618,yes
37,technician,single,Graduate,no,8315,yes,no,cellphone,820,8944,yes
52,technician,married,secondary,no,5196,yes,yes,cellphone,116,5201,yes
41,blue-collar,married,secondary,no,5552,yes,no,cellphone,463,5690,yes
52,admin.,married,secondary,no,7347,no,yes,cellphone,603,8177,yes
34,blue-collar,single,secondary,no,8723,yes,no,unknown,47,9682,yes
53,management,divorced,primary,no,5255,no,no,cellphone,126,6218,yes
33,management,single,Graduate,no,8143,no,no,cellphone,421,8842,no
47,self-employed,married,secondary,no,5000,no,no,unknown,174,5006,yes
35,blue-collar,married,secondary,no,11411,yes,yes,cellphone,144,11486,yes
33,management,single,Graduate,no,6909,no,no,cellphone,191,7039,yes
55,blue-collar,married,primary,no,8873,no,no,telephone,222,9749,yes
58,self-employed,married,primary,no,6013,yes,no,cellphone,206,6856,no
44,admin.,married,secondary,no,5262,yes,no,cellphone,74,6149,yes
25,services,single,secondary,no,8217,yes,no,unknown,24,8750,yes
37,technician,single,secondary,no,10436,yes,no,cellphone,7,11330,yes
41,blue-collar,married,primary,no,7067,yes,no,cellphone,493,7742,yes
34,blue-collar,single,secondary,no,5215,no,no,cellphone,350,5445,no
36,services,divorced,secondary,no,6594,no,no,unknown,250,6762,yes
44,self-employed,married,Graduate,no,5134,no,no,cellphone,86,5475,yes
34,entrepreneur,divorced,Graduate,no,5262,no,no,cellphone,371,5381,yes
56,blue-collar,divorced,primary,no,8021,no,no,unknown,419,8926,yes
43,management,divorced,Graduate,no,5388,yes,no,unknown,2087,6256,no
28,blue-collar,single,secondary,no,8412,yes,no,cellphone,22,9382,yes
54,blue-collar,married,secondary,no,6291,yes,no,unknown,266,6452,yes
37,technician,divorced,secondary,no,5079,no,no,cellphone,191,5739,yes
59,self-employed,married,Graduate,no,7013,no,no,cellphone,222,7307,no
58,blue-collar,divorced,secondary,no,5543,no,yes,telephone,264,6226,yes
56,management,divorced,Graduate,no,6016,yes,no,unknown,184,6895,yes
32,blue-collar,single,secondary,no,5604,no,yes,cellphone,95,6461,yes
42,management,single,Graduate,no,5525,no,no,cellphone,127,5992,yes
52,retired,divorced,primary,no,5353,no,no,cellphone,395,6004,yes
46,management,married,Graduate,no,5964,yes,no,cellphone,174,6705,yes
37,admin.,married,Graduate,no,8913,yes,no,cellphone,124,9083,no
39,blue-collar,married,primary,no,5879,yes,no,unknown,102,6624,yes
31,admin.,married,secondary,no,5314,yes,no,cellphone,279,5863,yes
59,housemaid,married,primary,no,5000,no,no,cellphone,76,5886,yes
38,blue-collar,married,secondary,no,6370,yes,no,cellphone,472,7128,yes
58,management,married,secondary,no,5037,no,no,cellphone,84,5506,yes
34,management,single,Graduate,no,5673,yes,yes,cellphone,271,5782,yes
40,services,married,secondary,no,4658,yes,no,unknown,754,4925,yes
20,student,single,secondary,no,5291,no,no,telephone,172,6191,yes
34,technician,married,secondary,no,5209,yes,yes,cellphone,375,5397,yes
31,technician,single,Graduate,no,5438,yes,no,cellphone,130,5907,yes
39,admin.,single,secondary,no,6242,yes,no,unknown,303,6903,yes
34,entrepreneur,married,Graduate,no,5355,yes,no,unknown,261,5632,yes
24,blue-collar,married,secondary,no,5204,yes,yes,cellphone,229,5741,yes
41,management,married,Graduate,no,15758,yes,no,cellphone,288,16138,yes
40,management,married,Graduate,no,5005,yes,no,cellphone,219,5029,yes
45,technician,single,secondary,no,5410,yes,no,unknown,891,5868,no
36,management,married,Graduate,no,5605,yes,no,unknown,204,5805,yes
53,management,married,Graduate,no,5004,no,no,unknown,19,5639,yes
23,student,single,secondary,no,13494,no,no,cellphone,158,13519,yes
42,entrepreneur,married,primary,no,5198,yes,no,unknown,314,6111,yes
48,blue-collar,married,secondary,no,5841,yes,no,unknown,215,6513,yes
34,management,married,Graduate,no,5008,no,no,cellphone,169,5118,yes
36,admin.,married,secondary,no,5470,yes,no,cellphone,101,6459,yes
43,retired,married,secondary,no,5520,yes,no,unknown,15,6151,yes
36,blue-collar,married,secondary,no,5439,yes,no,unknown,260,6279,yes
49,blue-collar,married,secondary,no,4546,yes,no,cellphone,558,5242,no
55,retired,married,secondary,no,5466,no,no,unknown,287,6292,yes
53,retired,married,secondary,no,5665,yes,no,cellphone,371,5825,no
42,technician,married,secondary,no,5994,yes,no,cellphone,149,6976,no
45,admin.,married,secondary,no,10346,yes,yes,unknown,187,10361,no
31,blue-collar,married,secondary,no,6243,yes,no,unknown,32,6921,yes
32,admin.,married,Graduate,no,5000,yes,no,unknown,138,5341,yes
36,blue-collar,married,secondary,no,7357,yes,no,unknown,228,8027,yes
56,retired,married,secondary,no,6044,no,no,telephone,353,6677,no
46,admin.,married,secondary,no,6069,yes,no,unknown,45,6592,yes
41,housemaid,single,secondary,no,5231,no,no,cellphone,76,5342,yes
31,admin.,married,secondary,no,5000,yes,yes,unknown,144,5774,yes
32,technician,married,secondary,no,5266,yes,no,cellphone,168,5965,yes
38,management,married,Graduate,no,4930,yes,no,cellphone,140,5056,yes
49,retired,single,primary,no,30824,no,no,unknown,94,31210,yes
46,management,single,primary,no,5538,no,no,unknown,118,6394,yes
29,technician,single,secondary,no,5534,yes,no,cellphone,382,6358,yes
36,admin.,married,unknown,no,7323,no,no,cellphone,111,8208,yes
38,admin.,married,secondary,no,6852,yes,no,cellphone,298,7175,yes
53,technician,married,secondary,no,7647,yes,no,unknown,121,7929,yes
43,management,married,Graduate,no,7767,yes,no,unknown,317,8113,yes
41,management,married,Graduate,no,5176,yes,yes,unknown,42,6148,yes
42,management,single,secondary,no,14720,no,no,cellphone,81,15053,yes
55,blue-collar,divorced,secondary,no,6613,yes,no,cellphone,296,7277,no
39,admin.,divorced,secondary,no,7903,yes,yes,telephone,259,8084,yes
30,admin.,single,secondary,no,5081,yes,no,cellphone,121,5177,yes
41,blue-collar,married,secondary,no,5780,yes,no,cellphone,432,6619,yes
44,unemployed,married,Graduate,no,5178,no,no,cellphone,126,5810,yes
58,management,married,Graduate,no,5299,no,no,cellphone,120,6007,yes
35,retired,married,primary,no,5285,yes,no,cellphone,136,5474,yes
27,blue-collar,married,secondary,no,5872,yes,no,cellphone,1130,6225,yes
34,services,married,secondary,no,6337,no,no,cellphone,330,6618,no
25,services,married,secondary,no,5072,yes,no,cellphone,305,5436,yes
36,blue-collar,married,secondary,no,5000,no,no,unknown,332,5631,yes
38,blue-collar,married,secondary,no,4612,yes,no,unknown,412,5076,yes
30,admin.,married,secondary,no,5011,yes,no,cellphone,157,5762,yes
47,blue-collar,divorced,secondary,yes,4465,yes,no,cellphone,71,5138,yes
41,services,divorced,secondary,no,5787,yes,no,cellphone,297,6365,yes
36,management,single,Graduate,no,8343,no,no,cellphone,307,9306,yes
63,entrepreneur,married,secondary,no,8904,no,no,telephone,250,9494,no
23,management,single,Graduate,no,5736,yes,no,cellphone,119,6143,yes
32,management,married,Graduate,no,6390,no,no,cellphone,116,7350,yes
57,retired,married,primary,no,5808,no,no,telephone,274,6006,yes
48,management,married,Graduate,no,6147,no,no,cellphone,389,7051,no
49,services,married,secondary,no,6122,no,no,cellphone,143,6553,yes
50,technician,married,secondary,no,4432,yes,yes,unknown,860,4790,yes
33,blue-collar,married,primary,no,6165,yes,no,unknown,420,6713,yes
53,services,divorced,secondary,no,4095,yes,no,unknown,213,4468,yes
30,unemployed,married,Graduate,no,5000,yes,no,cellphone,756,5087,yes
38,technician,married,secondary,no,5740,no,no,cellphone,259,6427,yes
44,management,married,secondary,no,13262,yes,no,cellphone,201,13796,yes
39,admin.,single,secondary,no,5014,yes,yes,unknown,19,5995,yes
45,technician,single,unknown,no,12108,yes,yes,cellphone,53,13047,yes
36,blue-collar,married,secondary,no,6049,yes,no,cellphone,224,6275,no
38,blue-collar,married,secondary,no,5000,yes,no,cellphone,57,5417,yes
36,housemaid,married,secondary,no,5419,yes,no,unknown,251,6374,yes
30,management,single,Graduate,no,5726,yes,no,cellphone,39,6150,yes
28,technician,divorced,Graduate,no,5594,yes,yes,unknown,54,6504,yes
26,unemployed,married,Graduate,no,5454,yes,yes,unknown,28,5680,yes
54,unknown,married,secondary,no,7206,no,no,cellphone,104,8001,no
38,admin.,married,Graduate,no,6988,no,no,cellphone,164,7150,no
32,technician,single,Graduate,no,5000,no,no,cellphone,268,5064,yes
50,admin.,divorced,secondary,no,5202,no,yes,cellphone,148,5317,yes
43,blue-collar,married,secondary,no,5667,yes,no,unknown,228,5705,yes
48,admin.,married,secondary,no,5112,no,no,cellphone,139,5217,yes
57,housemaid,married,primary,no,5050,no,no,cellphone,89,5111,yes
64,housemaid,married,primary,no,5768,no,no,cellphone,250,5913,yes
26,services,divorced,secondary,no,5074,yes,no,unknown,106,5669,yes
33,blue-collar,married,secondary,no,5661,yes,no,cellphone,968,5942,no
50,self-employed,married,secondary,no,8025,no,yes,cellphone,168,8512,yes
47,self-employed,married,Graduate,no,5751,no,no,cellphone,408,6087,yes
39,management,single,Graduate,no,5416,no,no,cellphone,56,5667,yes
52,services,married,primary,no,5014,no,yes,cellphone,55,5685,yes
31,blue-collar,single,primary,no,4498,yes,no,unknown,76,4727,yes
50,blue-collar,married,primary,no,5000,no,no,cellphone,72,5623,yes
47,technician,married,secondary,no,5599,yes,no,cellphone,99,6583,yes
30,management,single,Graduate,no,4782,yes,no,cellphone,13,4859,yes
32,technician,single,Graduate,no,6012,no,no,cellphone,178,6299,yes
36,technician,married,secondary,no,5300,no,no,unknown,287,6133,yes
46,technician,married,Graduate,no,5217,yes,no,cellphone,141,5582,yes
45,management,divorced,Graduate,no,7096,no,no,cellphone,127,7350,yes
37,technician,single,secondary,no,5000,no,no,cellphone,69,5695,yes
58,housemaid,married,primary,no,10278,yes,no,unknown,763,11222,yes
59,management,married,Graduate,no,6831,no,no,cellphone,122,7203,yes
28,management,married,Graduate,no,6480,yes,no,cellphone,143,6629,yes
48,management,married,Graduate,no,12289,yes,no,cellphone,316,12722,yes
55,blue-collar,married,unknown,no,6665,no,no,telephone,89,7468,yes
37,blue-collar,single,primary,no,5851,yes,no,cellphone,151,5915,yes
41,management,married,Graduate,no,7885,no,no,cellphone,40,8739,yes
35,blue-collar,married,secondary,no,5137,no,yes,unknown,5,5760,yes
34,blue-collar,single,secondary,no,6239,yes,no,cellphone,90,6564,yes
43,management,single,Graduate,no,5146,no,no,cellphone,50,5672,yes
59,technician,married,secondary,no,5001,no,no,cellphone,159,5266,no
50,blue-collar,divorced,primary,no,4990,no,yes,cellphone,369,5964,yes
37,technician,married,secondary,no,5480,no,no,cellphone,344,6276,no
35,technician,married,secondary,no,7789,yes,no,cellphone,256,8300,yes
50,technician,single,secondary,no,8897,no,no,cellphone,298,9165,yes
36,technician,divorced,secondary,no,5487,no,yes,cellphone,268,5676,yes
41,admin.,married,secondary,no,10110,yes,no,cellphone,231,10706,yes
28,management,married,Graduate,no,5318,yes,no,unknown,4,6106,yes
42,technician,single,Graduate,no,4589,yes,no,cellphone,78,4825,yes
60,retired,married,secondary,no,9820,no,no,unknown,419,9970,yes
28,management,single,Graduate,no,9937,yes,no,telephone,421,10019,yes
48,entrepreneur,married,secondary,no,5725,no,yes,cellphone,105,5903,yes
51,entrepreneur,married,Graduate,no,10403,no,no,unknown,42,10726,yes
32,technician,married,Graduate,no,9089,no,no,cellphone,114,9700,yes
35,technician,married,Graduate,no,5188,no,no,cellphone,286,6099,yes
37,technician,married,unknown,no,5189,no,no,cellphone,238,5929,no
38,blue-collar,divorced,secondary,no,7998,yes,no,unknown,91,8772,yes
77,retired,married,secondary,no,5610,no,no,cellphone,766,6258,yes
32,management,single,unknown,no,5787,no,no,cellphone,92,6082,yes
43,technician,divorced,secondary,no,5167,no,no,cellphone,211,6083,yes
36,management,single,Graduate,no,5243,yes,no,cellphone,160,5888,yes
29,management,married,Graduate,no,5877,no,no,cellphone,166,6640,yes
32,admin.,single,secondary,no,7817,yes,no,cellphone,195,7969,yes
41,management,divorced,Graduate,no,9567,yes,yes,cellphone,106,9789,yes
26,services,single,secondary,no,5127,yes,yes,cellphone,85,5188,yes
34,blue-collar,married,primary,no,5176,no,no,cellphone,78,5540,yes
57,retired,married,Graduate,no,5000,yes,yes,unknown,648,5091,no
36,services,single,secondary,no,6482,yes,no,cellphone,177,7443,yes
42,blue-collar,married,secondary,no,8052,yes,no,unknown,32,8853,yes
35,technician,divorced,secondary,no,5056,no,no,cellphone,24,5660,yes
52,entrepreneur,divorced,primary,no,5278,yes,no,unknown,688,5417,yes
36,management,single,Graduate,no,8875,yes,no,unknown,21,9579,yes
46,technician,married,secondary,no,4663,yes,no,unknown,112,5321,yes
60,management,divorced,Graduate,no,5366,no,no,cellphone,593,5861,no
57,housemaid,married,primary,no,5501,yes,yes,cellphone,59,5623,yes
48,management,married,Graduate,no,5998,yes,no,cellphone,121,6672,yes
59,self-employed,married,primary,no,5000,yes,no,telephone,97,5326,yes
39,management,married,Graduate,no,5246,no,no,cellphone,86,5713,yes
44,blue-collar,married,secondary,no,4818,yes,yes,cellphone,10,5059,yes
27,management,single,Graduate,no,5446,no,no,cellphone,205,5454,yes
59,retired,married,secondary,no,6173,no,no,unknown,77,7090,yes
36,technician,divorced,secondary,no,10957,yes,no,cellphone,138,11092,yes
44,admin.,married,secondary,no,5205,no,no,cellphone,289,5274,no
50,admin.,married,secondary,no,5000,no,no,cellphone,86,5786,yes
41,management,divorced,Graduate,no,5369,yes,no,telephone,9,5682,yes
47,admin.,married,secondary,no,6934,no,yes,cellphone,225,7832,yes
32,technician,single,Graduate,no,5259,no,no,cellphone,407,6082,yes
38,blue-collar,married,secondary,no,5284,yes,yes,unknown,1030,6059,yes
55,blue-collar,married,unknown,no,5023,no,no,cellphone,123,5623,yes
38,management,single,Graduate,no,6373,no,no,cellphone,119,6871,yes
31,management,single,Graduate,no,5062,yes,no,cellphone,175,5900,yes
38,blue-collar,divorced,secondary,no,5157,no,no,unknown,299,5683,yes
29,unemployed,single,Graduate,no,5991,no,no,cellphone,563,6162,yes
55,services,married,secondary,no,5186,yes,yes,unknown,241,5865,yes
35,unemployed,married,secondary,no,5977,yes,no,cellphone,52,6413,yes
40,self-employed,single,Graduate,no,7893,no,no,cellphone,76,8680,yes
34,blue-collar,married,secondary,no,6897,yes,yes,cellphone,441,7267,yes
32,technician,single,Graduate,no,10514,no,no,cellphone,319,10754,no
33,blue-collar,married,secondary,no,5889,yes,no,unknown,13,6150,yes
33,management,married,Graduate,no,5273,yes,no,unknown,803,5529,no
37,admin.,married,secondary,no,6193,no,no,cellphone,396,6656,yes
58,management,married,Graduate,no,7729,no,no,unknown,188,8568,yes
36,admin.,single,secondary,no,5000,no,no,cellphone,637,5715,yes
42,blue-collar,married,secondary,no,5230,yes,no,unknown,175,5407,yes
34,technician,single,secondary,no,7729,yes,no,cellphone,945,7754,yes
35,management,married,Graduate,no,5317,yes,no,unknown,162,5794,yes
60,housemaid,married,primary,no,5517,no,no,unknown,1178,5972,yes
50,management,married,Graduate,no,4530,yes,no,cellphone,506,4874,yes
28,self-employed,single,Graduate,no,9579,no,no,cellphone,409,10406,no
27,blue-collar,divorced,secondary,no,5001,yes,no,cellphone,116,5970,yes
37,management,married,Graduate,no,10106,no,no,cellphone,244,10774,no
31,technician,married,Graduate,no,5636,yes,no,cellphone,352,6133,no
34,services,married,secondary,no,6076,no,no,cellphone,152,6292,no
38,management,married,Graduate,no,5126,yes,no,unknown,164,5505,yes
32,self-employed,married,secondary,no,4967,yes,no,unknown,234,5648,yes
37,technician,married,secondary,no,5430,no,no,cellphone,154,5955,yes
33,admin.,married,secondary,no,4994,yes,no,unknown,566,5168,yes
71,technician,married,Graduate,no,5383,no,no,cellphone,327,5479,yes
27,technician,married,secondary,no,5130,yes,no,cellphone,265,5285,yes
38,blue-collar,married,primary,no,7569,no,no,unknown,172,8286,yes
34,technician,single,secondary,no,5201,no,no,cellphone,257,5666,yes
54,retired,divorced,Graduate,no,5000,no,no,unknown,618,5820,no
30,blue-collar,married,secondary,no,5006,yes,no,cellphone,241,5156,yes
35,entrepreneur,single,secondary,no,5475,no,yes,cellphone,936,6156,yes
33,blue-collar,single,secondary,no,5706,yes,no,cellphone,329,6514,yes
36,management,married,secondary,no,6825,yes,no,cellphone,24,7133,yes
59,self-employed,married,Graduate,no,5185,no,no,cellphone,177,5384,yes
72,blue-collar,married,primary,no,9415,no,no,telephone,120,9572,yes
64,management,married,Graduate,no,5679,no,no,telephone,135,6069,yes
53,technician,divorced,secondary,no,5320,no,no,cellphone,175,6153,yes
35,management,single,Graduate,no,7988,yes,no,cellphone,179,8446,yes
58,self-employed,married,secondary,no,6407,yes,no,unknown,58,6561,yes
40,technician,married,secondary,no,6270,no,no,cellphone,342,7175,yes
41,services,divorced,secondary,no,5654,yes,no,cellphone,139,6045,yes
48,retired,married,primary,no,10173,yes,no,unknown,88,10337,yes
44,entrepreneur,married,Graduate,no,8463,yes,yes,cellphone,210,9191,yes
39,blue-collar,married,unknown,no,5000,no,no,cellphone,731,5972,yes
61,management,married,Graduate,no,11016,no,no,cellphone,670,11402,no
36,entrepreneur,married,primary,no,5177,yes,no,unknown,63,5729,yes
28,management,married,Graduate,no,8694,no,yes,cellphone,70,9161,yes
58,retired,single,secondary,no,6640,no,yes,cellphone,72,7498,yes
60,admin.,divorced,secondary,no,5174,yes,no,cellphone,241,5665,yes
66,admin.,single,secondary,no,15177,no,no,cellphone,272,15317,yes
36,management,single,Graduate,no,5490,no,no,cellphone,207,5698,no
49,self-employed,married,secondary,no,7576,yes,no,cellphone,64,8523,yes
40,services,married,secondary,no,5000,no,no,unknown,543,5389,yes
23,technician,single,secondary,no,5598,no,no,cellphone,166,6239,yes
29,management,single,Graduate,no,20459,no,no,cellphone,245,21102,yes
44,blue-collar,married,primary,no,5271,yes,yes,unknown,94,6145,yes
54,unknown,married,unknown,no,7508,no,no,unknown,34,8211,yes
47,blue-collar,married,primary,no,5320,no,no,telephone,203,5992,yes
33,admin.,married,Graduate,no,5640,no,no,cellphone,318,6623,yes
30,self-employed,married,secondary,no,6772,yes,no,cellphone,158,7424,yes
27,admin.,single,secondary,no,5015,no,yes,cellphone,177,5639,yes
49,management,divorced,Graduate,no,7370,yes,yes,unknown,56,7986,yes
27,services,single,secondary,no,5201,yes,no,unknown,172,5531,yes
51,blue-collar,married,secondary,no,5160,yes,no,cellphone,136,6077,yes
32,admin.,divorced,secondary,yes,5005,yes,yes,cellphone,82,5732,yes
30,blue-collar,single,secondary,no,5075,yes,no,unknown,123,5370,yes
33,admin.,married,secondary,no,9902,yes,no,cellphone,110,9950,yes
27,blue-collar,single,primary,no,4921,yes,no,unknown,385,5239,yes
75,retired,divorced,secondary,no,6341,no,no,cellphone,415,6776,no
37,services,divorced,secondary,no,5490,yes,no,cellphone,73,6454,yes
36,technician,single,secondary,no,6521,yes,no,unknown,243,6613,yes
37,blue-collar,married,secondary,no,5131,yes,no,unknown,137,5519,yes
35,management,married,Graduate,no,5008,yes,no,unknown,55,5799,yes
32,services,married,secondary,no,4368,yes,yes,cellphone,18,4715,yes
32,admin.,single,secondary,no,5116,no,yes,cellphone,255,6074,yes
35,admin.,married,primary,no,5189,yes,no,cellphone,95,5624,yes
31,blue-collar,married,primary,no,5002,yes,yes,cellphone,112,5197,yes
28,blue-collar,single,secondary,no,9229,yes,yes,cellphone,205,10108,yes
27,services,married,secondary,no,5054,yes,no,cellphone,97,5349,yes
22,student,single,unknown,no,5549,no,no,cellphone,154,5572,yes
35,blue-collar,married,primary,no,5298,yes,no,cellphone,135,6126,yes
69,retired,married,primary,no,5579,no,no,cellphone,230,6462,yes
37,entrepreneur,single,Graduate,no,6467,yes,yes,cellphone,349,7267,yes
45,admin.,single,secondary,no,5000,yes,no,cellphone,38,5382,yes
47,management,married,Graduate,no,5109,yes,no,cellphone,268,5211,yes
52,management,married,Graduate,no,4989,yes,no,cellphone,94,5796,yes
33,services,married,secondary,no,5090,yes,no,cellphone,263,5428,yes
60,blue-collar,married,primary,no,5493,no,no,cellphone,671,6412,no
33,management,divorced,secondary,no,6897,yes,yes,unknown,197,6983,yes
44,admin.,married,secondary,no,7403,yes,no,cellphone,180,8175,yes
38,entrepreneur,married,secondary,no,5868,no,no,cellphone,452,6655,yes
54,entrepreneur,married,secondary,no,5653,yes,no,unknown,352,5945,yes
32,unemployed,divorced,primary,no,5000,no,no,cellphone,175,5189,yes
33,technician,married,secondary,no,5000,yes,yes,cellphone,163,5899,yes
55,services,divorced,secondary,no,5218,yes,no,unknown,200,6077,yes
51,blue-collar,married,primary,no,10050,no,yes,unknown,75,11016,yes
48,blue-collar,married,secondary,no,5741,yes,no,cellphone,227,5996,yes
37,services,single,secondary,no,6050,yes,no,cellphone,586,6624,yes
33,services,single,secondary,no,4944,no,yes,cellphone,119,5637,yes
30,blue-collar,married,primary,no,5001,yes,yes,telephone,80,5272,yes
43,blue-collar,married,primary,no,4902,yes,yes,cellphone,112,5516,yes
49,technician,married,secondary,no,9667,yes,no,unknown,130,9738,yes
54,unemployed,married,primary,no,5541,yes,no,cellphone,237,5880,yes
31,unemployed,married,Graduate,no,12744,no,no,cellphone,377,13097,yes
54,unknown,married,unknown,no,5895,no,no,cellphone,335,6405,no
36,unemployed,married,secondary,no,4871,yes,no,cellphone,121,4989,yes
30,admin.,married,secondary,no,5000,no,no,cellphone,127,5926,yes
27,technician,single,secondary,no,5158,no,no,unknown,650,5283,no
30,admin.,married,secondary,no,5122,yes,no,unknown,107,5877,yes
30,blue-collar,married,secondary,no,5673,yes,no,unknown,610,6519,yes
35,technician,divorced,secondary,no,5000,no,no,cellphone,124,5600,yes
33,services,divorced,secondary,no,5411,yes,no,unknown,216,6233,yes
43,blue-collar,divorced,primary,no,4903,yes,yes,cellphone,747,5792,yes
41,blue-collar,married,secondary,no,4783,yes,no,cellphone,313,5544,yes
41,management,divorced,Graduate,no,10037,no,no,cellphone,252,10335,no
46,admin.,divorced,secondary,no,7232,no,no,cellphone,121,7551,no
54,blue-collar,married,secondary,no,4068,yes,no,unknown,799,4410,yes
32,management,married,Graduate,no,5913,yes,no,cellphone,883,6211,yes
30,technician,single,Graduate,no,5236,yes,no,unknown,197,5874,yes
40,entrepreneur,married,primary,no,5000,yes,no,cellphone,271,5059,yes
30,blue-collar,married,primary,no,7581,no,no,unknown,221,7626,yes
27,admin.,married,secondary,no,5639,no,yes,cellphone,243,5940,yes
41,blue-collar,married,primary,no,5849,yes,no,unknown,72,6707,yes
54,services,married,secondary,no,5386,yes,no,cellphone,155,5567,yes
32,management,single,Graduate,no,6218,yes,no,telephone,70,6476,yes
31,management,married,Graduate,no,7603,yes,no,cellphone,280,8517,no
42,blue-collar,married,secondary,no,4079,yes,no,unknown,115,4687,yes
48,admin.,married,primary,no,5607,no,no,unknown,29,6026,yes
